Type,Commit SHA,Java File,Old Function Signature,New Function Signature
PARAMETER_ADD,58e9f01aaf326e8882490bff736bc45e556b5984,spring-statemachine-core/src/main/java/org/springframework/statemachine/processor/StateMachineHandler.java,public StateMachineHandler(MethodInvokingStateMachineRuntimeProcessor<T; S; E> processor),public StateMachineHandler(Class<?> beanClass; Object target; Method method)
PARAMETER_ADD,58e9f01aaf326e8882490bff736bc45e556b5984,spring-statemachine-core/src/main/java/org/springframework/statemachine/processor/StateMachineHandler.java,public StateMachineHandler(Object target; Method method),public StateMachineHandler(Class<?> beanClass; Object target; String methodName)
PARAMETER_ADD,58e9f01aaf326e8882490bff736bc45e556b5984,spring-statemachine-core/src/main/java/org/springframework/statemachine/processor/StateMachineHandler.java,public StateMachineHandler(Object target; String methodName),public StateMachineHandler(Class<?> beanClass; Object target; String methodName)
PARAMETER_ADD,58e9f01aaf326e8882490bff736bc45e556b5984,spring-statemachine-core/src/main/java/org/springframework/statemachine/processor/StateMachineHandler.java,public StateMachineHandler(MethodInvokingStateMachineRuntimeProcessor<T; S; E> processor),public StateMachineHandler(Class<?> beanClass; Object target; String methodName)
PARAMETER_CHANGE,58e9f01aaf326e8882490bff736bc45e556b5984,spring-statemachine-core/src/main/java/org/springframework/statemachine/processor/StateMachineHandler.java,public StateMachineHandler(Object target; Method method),public StateMachineHandler(Class<?> beanClass; MethodInvokingStateMachineRuntimeProcessor<T; S; E> processor)
PARAMETER_CHANGE,58e9f01aaf326e8882490bff736bc45e556b5984,spring-statemachine-core/src/main/java/org/springframework/statemachine/processor/StateMachineHandler.java,public StateMachineHandler(Object target; String methodName),public StateMachineHandler(Class<?> beanClass; MethodInvokingStateMachineRuntimeProcessor<T; S; E> processor)
PARAMETER_ADD,58e9f01aaf326e8882490bff736bc45e556b5984,spring-statemachine-core/src/main/java/org/springframework/statemachine/processor/StateMachineHandler.java,public StateMachineHandler(MethodInvokingStateMachineRuntimeProcessor<T; S; E> processor),public StateMachineHandler(Class<?> beanClass; MethodInvokingStateMachineRuntimeProcessor<T; S; E> processor)
METHOD_ADD,19af615698a199bf26c6dee56a83b5eedc557891,spring-statemachine-core/src/test/java/org/springframework/statemachine/config/ConfigurationTests.java,null,public void testEnableStateMachineNoAdapter()
METHOD_ADD,19af615698a199bf26c6dee56a83b5eedc557891,spring-statemachine-core/src/test/java/org/springframework/statemachine/config/ConfigurationTests.java,null,public void testEnableStateMachineFactoryNoAdapter()
PARAMETER_CHANGE,1371ceac7bb6fb3e46712abdb7b5eb18715dd5c2,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/StateMachineState.java,public void entry(StateContext<S; E> context),public void entry(final StateContext<S; E> context)
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,protected AnnotationConfigApplicationContext buildContext()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void testOnTransition()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void testOnStateChanged()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void testOnStateMachineStartStop()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void testOnExtendedStateChanged()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void testMethodAnnotations3()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void testMethodAnnotations4()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void testMethodAnnotations5()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onTransitionFromS1ToS2()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onTransitionEnd()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onTransitionStart()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onStateChangedFromS1ToS2()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onStateChanged()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onStateMachineStart()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onStateMachineStartWithParam(StateMachine<TestStates; TestEvents> machine)
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onStateMachineStop()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onStateMachineStopWithParam(StateMachine<TestStates; TestEvents> machine)
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void reset(int a1; int a2; int a3; int a4; int a5; int a6; int a7; int a8)
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onStateChanged()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onStateEntry()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onStateExit()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onExtendedStateChanged1()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onExtendedStateChanged2(@ExtendedStateVariable("V1") Object value)
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onExtendedStateChangedKeyV2()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void reset(int a1; int a2; int a3)
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onEventNotAcceptedLatch()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public Bean3 bean3()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public Bean4 bean4()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public Bean5 bean5()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public Bean6 bean6()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public Action<TestStates; TestEvents> extendedStateAction()
METHOD_ADD,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void execute(StateContext<TestStates; TestEvents> context)
METHOD_REMOVE,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,public void testMethodAnnotations(),null
METHOD_REMOVE,0ac5785ec5c92ef2f464316d6bbe5d92a72d82bd,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,public void method1(),null
METHOD_ADD,2b1d06e09789705f89f4cf26bcde6464e12aa9a1,spring-statemachine-core/src/test/java/org/springframework/statemachine/event/ContextEventTests.java,null,public void contextEventsWithManualBuilder()
METHOD_ADD,2b1d06e09789705f89f4cf26bcde6464e12aa9a1,spring-statemachine-core/src/test/java/org/springframework/statemachine/event/ContextEventTests.java,null,public void contextEventsWithManualBuilderExternalConfigClass()
METHOD_ADD,2b1d06e09789705f89f4cf26bcde6464e12aa9a1,spring-statemachine-core/src/test/java/org/springframework/statemachine/event/ContextEventTests.java,null,public StateMachine<TestStates; TestEvents> stateMachine()
METHOD_ADD,5dc813ab3fbce27b00b682c381bc50f3479c96aa,spring-statemachine-test/src/test/java/org/springframework/statemachine/test/StateMachineTestingTests.java,null,public void testStarted()
METHOD_ADD,5dc813ab3fbce27b00b682c381bc50f3479c96aa,spring-statemachine-test/src/test/java/org/springframework/statemachine/test/StateMachineTestingTests.java,null,public void configure(StateMachineConfigurationConfigurer<String; String> config)
METHOD_ADD,5dc813ab3fbce27b00b682c381bc50f3479c96aa,spring-statemachine-test/src/test/java/org/springframework/statemachine/test/StateMachineTestingTests.java,null,public TaskExecutor taskExecutor()
PARAMETER_ADD,58e9f01aaf326e8882490bff736bc45e556b5984,spring-statemachine-core/src/main/java/org/springframework/statemachine/processor/StateMachineOnTransitionHandler.java,public StateMachineOnTransitionHandler(Object target; Method method; OnTransition metaAnnotation; Annotation annotation),public StateMachineOnTransitionHandler(Class<?> beanClass; Object target; Method method; OnTransition metaAnnotation; Annotation annotation)
METHOD_ADD,d5c71bb7764451b450984e6764e3c4ac135b841f,spring-statemachine-core/src/test/java/org/springframework/statemachine/StateMachineFactoryTests.java,null,protected AnnotationConfigApplicationContext buildContext()
METHOD_ADD,d5c71bb7764451b450984e6764e3c4ac135b841f,spring-statemachine-core/src/test/java/org/springframework/statemachine/StateMachineFactoryTests.java,null,public void testAutoStartFlagOn()
METHOD_ADD,d5c71bb7764451b450984e6764e3c4ac135b841f,spring-statemachine-core/src/test/java/org/springframework/statemachine/StateMachineFactoryTests.java,null,public void testAutoStartFlagOff()
METHOD_ADD,d5c71bb7764451b450984e6764e3c4ac135b841f,spring-statemachine-core/src/test/java/org/springframework/statemachine/StateMachineFactoryTests.java,null,public void configure(StateMachineConfigurationConfigurer<TestStates; TestEvents> config)
METHOD_ADD,d5c71bb7764451b450984e6764e3c4ac135b841f,spring-statemachine-core/src/test/java/org/springframework/statemachine/StateMachineFactoryTests.java,null,public void configure(StateMachineConfigurationConfigurer<TestStates; TestEvents> config)
METHOD_ADD,1371ceac7bb6fb3e46712abdb7b5eb18715dd5c2,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,null,public void setForwardedInitialEvent(Message<E> message)
METHOD_ADD,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,null,public void testEventPassedThroughChoice3()
METHOD_ADD,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,null,public void testEventPassedThroughChoice4()
METHOD_ADD,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,null,public EventCheckGuard eventCheckGuard()
METHOD_ADD,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,null,public EventCheckGuard eventCheckGuard()
METHOD_ADD,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,null,public EventCheckGuard eventCheckGuard()
METHOD_ADD,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,null,public void configure(StateMachineConfigurationConfigurer<TestStates; TestEvents> config)
METHOD_ADD,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,null,public EventCheckAction eventCheckAction20()
METHOD_ADD,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,null,public EventCheckAction eventCheckAction212()
METHOD_ADD,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,null,public EventCheckGuard eventCheckGuard()
METHOD_ADD,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,null,public TaskExecutor customTaskExecutor()
METHOD_ADD,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,null,public void stateMachineStarted(StateMachine<TestStates; TestEvents> stateMachine)
METHOD_ADD,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,null,public void stateChanged(State<TestStates; TestEvents> from; State<TestStates; TestEvents> to)
METHOD_ADD,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,null,public void reset(int c1)
METHOD_REMOVE,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,public Guard<TestStates; TestEvents> guard(),null
METHOD_REMOVE,d882c392a9c67dfcfe6813f355f68714360f0d16,spring-statemachine-core/src/test/java/org/springframework/statemachine/transition/TransitionEventHeaderTests.java,public Guard<TestStates; TestEvents> guard(),null
METHOD_ADD,f33fa4055c71a01987ddce58f130e8af51fece4a,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/ChoiceStateTests.java,null,public void testOnlyLast()
METHOD_ADD,a2ff794ebd2ba2752c9a2a53f439b43088b588c0,spring-statemachine-recipes/src/test/java/org/springframework/statemachine/recipes/TasksHandlerTests.java,null,public void extendedStateChanged(Object key; Object value)
METHOD_ADD,a2ff794ebd2ba2752c9a2a53f439b43088b588c0,spring-statemachine-recipes/src/test/java/org/springframework/statemachine/recipes/TasksHandlerTests.java,null,public void reset(int c1; int c2; int c3; int c4; int c5)
METHOD_ADD,1371ceac7bb6fb3e46712abdb7b5eb18715dd5c2,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/DefaultStateMachineExecutor.java,null,public void setForwardedInitialEvent(Message<E> message)
METHOD_ADD,99275380c33d0354e2b344ea8a1bf6b9323e7dbf,spring-statemachine-test/src/main/java/org/springframework/statemachine/test/StateMachineTestPlan.java,null,private void sendEventParallel(final List<StateMachine<S; E>> machines; final E event)
METHOD_ADD,99275380c33d0354e2b344ea8a1bf6b9323e7dbf,spring-statemachine-test/src/main/java/org/springframework/statemachine/test/StateMachineTestPlan.java,null,public void run()
METHOD_ADD,58e9f01aaf326e8882490bff736bc45e556b5984,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/StateMachineObjectSupport.java,null,public void setBeanName(String name)
METHOD_ADD,58e9f01aaf326e8882490bff736bc45e556b5984,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/StateMachineObjectSupport.java,null,protected String getBeanName()
METHOD_ADD,d5c71bb7764451b450984e6764e3c4ac135b841f,spring-statemachine-core/src/test/java/org/springframework/statemachine/config/ConfigurationTests.java,null,public void testAutoStartFlagOff()
METHOD_ADD,7c4ab429196f772ce092f53354d435611971bfb0,spring-statemachine-zookeeper/src/main/java/org/springframework/statemachine/zookeeper/ZookeeperStateMachineEnsemble.java,null,private boolean handleDataChange()
METHOD_ADD,1371ceac7bb6fb3e46712abdb7b5eb18715dd5c2,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/StateMachineExecutor.java,null, void setForwardedInitialEvent(Message<E> message)
METHOD_ADD,99275380c33d0354e2b344ea8a1bf6b9323e7dbf,spring-statemachine-test/src/main/java/org/springframework/statemachine/test/StateMachineTestPlanBuilder.java,null,public StateMachineTestPlanStepBuilder sendEvent(E event; boolean sendToAll; boolean sendParallel)
PARAMETER_ADD,99275380c33d0354e2b344ea8a1bf6b9323e7dbf,spring-statemachine-test/src/main/java/org/springframework/statemachine/test/StateMachineTestPlanBuilder.java,public StateMachineTestPlanStep(E sendEvent; Message<E> sendMessage; Object sendEventMachineId; boolean sendEventToAll; Collection<S> expectStates; Integer expectStateChanged; Integer expectStateEntered; Integer expectStateExited; Integer expectEventNotAccepted; Integer expectTransition; Integer expectTransitionStarted; Integer expectTransitionEnded; Integer expectStateMachineStarted; Integer expectStateMachineStopped; Collection<Object> expectVariableKeys; Map<Object; Object> expectVariables; Integer expectExtendedStateChanged),public StateMachineTestPlanStep(E sendEvent; Message<E> sendMessage; Object sendEventMachineId; boolean sendEventToAll; boolean sendEventParallel; Collection<S> expectStates; Integer expectStateChanged; Integer expectStateEntered; Integer expectStateExited; Integer expectEventNotAccepted; Integer expectTransition; Integer expectTransitionStarted; Integer expectTransitionEnded; Integer expectStateMachineStarted; Integer expectStateMachineStopped; Collection<Object> expectVariableKeys; Map<Object; Object> expectVariables; Integer expectExtendedStateChanged)
METHOD_ADD,edda97af16eef28a7bd958353e4f54bf67b8cf89,spring-statemachine-core/src/test/java/org/springframework/statemachine/docs/DocsConfigurationSampleTests.java,null,public void extendedStateChanged(Object key; Object value)
METHOD_ADD,edda97af16eef28a7bd958353e4f54bf67b8cf89,spring-statemachine-core/src/test/java/org/springframework/statemachine/docs/DocsConfigurationSampleTests.java,null,public void onApplicationEvent(OnExtendedStateChanged event)
METHOD_ADD,edda97af16eef28a7bd958353e4f54bf67b8cf89,spring-statemachine-core/src/test/java/org/springframework/statemachine/docs/DocsConfigurationSampleTests.java,null,public Action<String; String> myVariableAction()
METHOD_ADD,edda97af16eef28a7bd958353e4f54bf67b8cf89,spring-statemachine-core/src/test/java/org/springframework/statemachine/docs/DocsConfigurationSampleTests.java,null,public void execute(StateContext<String; String> context)
METHOD_ADD,280e77347ed84060b82393651d74e226c42f98a5,spring-statemachine-recipes/src/main/java/org/springframework/statemachine/recipes/tasks/TasksHandler.java,null,public void apply(StateMachineAccess<String; String> function)
METHOD_ADD,280e77347ed84060b82393651d74e226c42f98a5,spring-statemachine-recipes/src/main/java/org/springframework/statemachine/recipes/tasks/TasksHandler.java,null,public void resetFromPersistStore()
METHOD_ADD,280e77347ed84060b82393651d74e226c42f98a5,spring-statemachine-recipes/src/main/java/org/springframework/statemachine/recipes/tasks/TasksHandler.java,null,public void apply(StateMachineAccess<String; String> function)
METHOD_ADD,280e77347ed84060b82393651d74e226c42f98a5,spring-statemachine-recipes/src/main/java/org/springframework/statemachine/recipes/tasks/TasksHandler.java,null,public void preStateChange(State<String; String> state; Message<String> message; Transition<String; String> transition; StateMachine<String; String> stateMachine)
PARAMETER_ADD,280e77347ed84060b82393651d74e226c42f98a5,spring-statemachine-recipes/src/main/java/org/springframework/statemachine/recipes/tasks/TasksHandler.java,private TasksHandler(List<TaskWrapper> tasks; TasksListener listener; TaskExecutor taskExecutor),private TasksHandler(List<TaskWrapper> tasks; TasksListener listener; TaskExecutor taskExecutor; StateMachinePersist<String; String; Void> persist)
METHOD_ADD,f12b94e5481ca997eafae3f8bf714514cd4674f7,spring-statemachine-test/src/main/java/org/springframework/statemachine/test/StateMachineTestPlanBuilder.java,null,public StateMachineTestPlanStepBuilder expectExtendedStateChanged(int count)
PARAMETER_ADD,f12b94e5481ca997eafae3f8bf714514cd4674f7,spring-statemachine-test/src/main/java/org/springframework/statemachine/test/StateMachineTestPlanBuilder.java,public StateMachineTestPlanStep(E sendEvent; Message<E> sendMessage; Object sendEventMachineId; boolean sendEventToAll; Collection<S> expectStates; Integer expectStateChanged; Integer expectStateEntered; Integer expectStateExited; Integer expectEventNotAccepted; Integer expectTransition; Integer expectTransitionStarted; Integer expectTransitionEnded; Integer expectStateMachineStarted; Integer expectStateMachineStopped; Collection<Object> expectVariableKeys; Map<Object; Object> expectVariables),public StateMachineTestPlanStep(E sendEvent; Message<E> sendMessage; Object sendEventMachineId; boolean sendEventToAll; Collection<S> expectStates; Integer expectStateChanged; Integer expectStateEntered; Integer expectStateExited; Integer expectEventNotAccepted; Integer expectTransition; Integer expectTransitionStarted; Integer expectTransitionEnded; Integer expectStateMachineStarted; Integer expectStateMachineStopped; Collection<Object> expectVariableKeys; Map<Object; Object> expectVariables; Integer expectExtendedStateChanged)
METHOD_ADD,7f7c2334ff0c946dfda40f988a65f74dacd4468a,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,null,public void apply(StateMachineAccess<S; E> function)
METHOD_ADD,f12b94e5481ca997eafae3f8bf714514cd4674f7,spring-statemachine-test/src/main/java/org/springframework/statemachine/test/support/LatchStateMachineListener.java,null,public void extendedStateChanged(Object key; Object value)
PARAMETER_ADD,f12b94e5481ca997eafae3f8bf714514cd4674f7,spring-statemachine-test/src/main/java/org/springframework/statemachine/test/support/LatchStateMachineListener.java,public void reset(int stateChangedCount; int stateEnteredCount; int stateExitedCount; int eventNotAcceptedCount; int transitionCount; int transitionStartedCount; int transitionEndedCount; int stateMachineStartedCount; int stateMachineStoppedCount),public void reset(int stateChangedCount; int stateEnteredCount; int stateExitedCount; int eventNotAcceptedCount; int transitionCount; int transitionStartedCount; int transitionEndedCount; int stateMachineStartedCount; int stateMachineStoppedCount; int extendedStateChangedCount)
METHOD_ADD,f12b94e5481ca997eafae3f8bf714514cd4674f7,spring-statemachine-test/src/main/java/org/springframework/statemachine/test/support/LatchStateMachineListener.java,null,public CountDownLatch getExtendedStateChangedLatch()
METHOD_ADD,f12b94e5481ca997eafae3f8bf714514cd4674f7,spring-statemachine-test/src/main/java/org/springframework/statemachine/test/support/LatchStateMachineListener.java,null,public List<ExtendedStateChangedWrapper> getExtendedStateChanged()
METHOD_ADD,672a41ecf13b95653d3ab053583401b004d0e0db,spring-statemachine-samples/web/src/main/java/demo/web/StateMachineConfig.java,null,public SetVariableAction setVariableAction()
METHOD_ADD,e8debdc5a5559acb1aadfbd4a074f7eda6497110,spring-statemachine-core/src/main/java/org/springframework/statemachine/ExtendedState.java,null, void setExtendedStateChangeListener(ExtendedStateChangeListener listener)
METHOD_ADD,e8debdc5a5559acb1aadfbd4a074f7eda6497110,spring-statemachine-core/src/main/java/org/springframework/statemachine/ExtendedState.java,null, void changed(Object key; Object value)
METHOD_ADD,d0aaa4bfee98ab708b9b5b5b210e2e6f6dbc5b8a,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/StateMachineInterceptor.java,null, Message<E> preEvent(Message<E> message; StateMachine<S; E> stateMachine)
PARAMETER_ADD,672a41ecf13b95653d3ab053583401b004d0e0db,spring-statemachine-samples/web/src/main/java/demo/web/StateMachineController.java,public void sendEvent(@RequestParam(value = "id") Events id),public void sendEvent(@RequestParam(value = "id") Events id; @RequestParam(value = "testVariable"; required = false) String testVariable)
METHOD_ADD,15c6e507d85e0bd1d6c501f4b7b0303560d20f5a,spring-statemachine-core/src/main/java/org/springframework/statemachine/access/StateMachineAccess.java,null, void resetStateMachine(StateMachineContext<S; E> stateMachineContext)
METHOD_REMOVE,15c6e507d85e0bd1d6c501f4b7b0303560d20f5a,spring-statemachine-core/src/main/java/org/springframework/statemachine/access/StateMachineAccess.java, void resetState(S state),null
METHOD_REMOVE,15c6e507d85e0bd1d6c501f4b7b0303560d20f5a,spring-statemachine-core/src/main/java/org/springframework/statemachine/access/StateMachineAccess.java, void setExtendedState(ExtendedState extendedState),null
METHOD_ADD,70455ed3296e41f548aeaf79da76661114ece2cb,spring-statemachine-samples/web/src/main/java/demo/web/StateMachineController.java,null,public Map<Object; Object> getStatus()
METHOD_ADD,e8debdc5a5559acb1aadfbd4a074f7eda6497110,spring-statemachine-core/src/main/java/org/springframework/statemachine/event/DefaultStateMachineEventPublisher.java,null,public void publishExtendedStateChanged(Object source; Object key; Object value)
PARAMETER_CHANGE,bba4bc1d28f22eb70fd56073b1c185eb76660bc8,spring-statemachine-core/src/main/java/org/springframework/statemachine/ensemble/StateMachinePersist.java, void write(StateMachineContext<S; E> contect; T contextOjb), void write(StateMachineContext<S; E> context; T contextOjb)
METHOD_ADD,087da55cbbdf9b4948e01a96bfaadcb829b9e15e,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/AbstractStateMachineFactory.java,null,public void setHandleAutostartup(boolean handleAutostartup)
METHOD_ADD,087da55cbbdf9b4948e01a96bfaadcb829b9e15e,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/AbstractStateMachineFactory.java,null,private StateMachine<S; E> delegateAutoStartup(StateMachine<S; E> delegate)
METHOD_ADD,2c0c79a537858f02bd7aa082ea718b2e2460877a,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/builders/StateMachineConfigurationBuilder.java,null,public void setAutoStart(boolean autoStart)
METHOD_ADD,0fba91cbf2e0c148b9529c58e4fd200549b2d276,spring-statemachine-core/src/main/java/org/springframework/statemachine/ensemble/CompositeEnsembleListener.java,null,public void ensembleError(StateMachineEnsembleException exception)
METHOD_ADD,0cdd8336484aadac7f0097993b925b4b0aaed886,spring-statemachine-core/src/main/java/org/springframework/statemachine/access/StateMachineAccess.java,null, void addStateMachineInterceptor(StateMachineInterceptor<S; E> interceptor)
METHOD_REMOVE,0cdd8336484aadac7f0097993b925b4b0aaed886,spring-statemachine-core/src/main/java/org/springframework/statemachine/access/StateMachineAccess.java, void addStateChangeInterceptor(StateChangeInterceptor<S; E> interceptor),null
METHOD_ADD,9c67299a351cf5da63fec1b8f2c1440573e4ffd8,spring-statemachine-core/src/main/java/org/springframework/statemachine/event/DefaultStateMachineEventPublisher.java,null,public void publishEventNotAccepted(Object source; Message<?> event)
METHOD_ADD,99275380c33d0354e2b344ea8a1bf6b9323e7dbf,spring-statemachine-zookeeper/src/test/java/org/springframework/statemachine/zookeeper/ZookeeperStateMachineTests.java,null,public void testParallelEvents()
